alpha,beta,solver_type,mc_run,distance_mean,distance_std,distance_max,a1_acc_mean,a1_acc_std,a2_acc_mean,a2_acc_std,scenario_time,scenario_time_std,confidence_mean,confidence_std,N,dt_Solver,dt_Sim,a1_acc_limit,Human_PreDefined_Traj,Human_RandomWalk_Traj,d_init,Tf,pp_theta,pp_factor,Nmc,theta_des,x1_init_x,x1_init_y,x2_init_x,x2_init_y,x1_des_x,x1_des_y,max_payload_penetration,num_obstacles
0.05,0.5,Centralized,11,0.06598289199092477,0.035024611419010546,0.1416220806623829,2.5592337872606956,1.21909895742096,5.1641869232055475,4.216084764383192,10.09999999999998,0.0,0.9324976296045303,0.1134704035530203,10,0.1,0.1,5.0,1.0,0.0,2.9999999999999996,10.0,3.141592653589793,0.5,200.0,1.5707963267948966,-1.5,6.5,-3.6213203435596424,4.378679656440358,8.0,2.0,0.0,1.0
0.05,0.5,Centralized,12,0.07109378086051937,0.03861223137630529,0.14380770329857073,2.7926510023085807,1.365385242898631,5.276465536233021,4.416134469090061,10.09999999999998,0.0,0.8763582876366317,0.1917408875841466,10,0.1,0.1,5.0,1.0,0.0,2.9999999999999996,10.0,3.141592653589793,0.5,200.0,1.5707963267948966,-1.5,6.5,-3.6213203435596424,4.378679656440358,8.0,2.0,0.012822755048919665,1.0
0.05,0.5,Centralized,13,0.04765013534272253,0.02578740736246558,0.10095167094757462,2.4561467124319294,1.3451551382286757,3.740895809361607,2.8445651273932273,8.399999999999986,0.0,0.999988803871205,0.0001026142153870742,10,0.1,0.1,5.0,1.0,0.0,2.9999999999999996,10.0,3.141592653589793,0.5,200.0,1.5707963267948966,-1.5,6.5,-3.6213203435596424,4.378679656440358,8.0,2.0,0.0,1.0
0.05,0.5,Centralized,14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.999999999999995,-1.0,1.0,0.0,10,0.1,0.1,5.0,1.0,0.0,2.9999999999999996,10.0,3.141592653589793,0.5,200.0,1.5707963267948966,-1.5,6.5,-3.6213203435596424,4.378679656440358,8.0,2.0,0.10190651333491346,1.0
0.05,0.5,Centralized,15,0.05553841772212384,0.027200672169773985,0.10915702224599766,2.8211168752149507,1.3515755942723289,4.248260158270629,4.046256114585199,9.89999999999998,0.0,0.9988707854696969,0.004759692496280189,10,0.1,0.1,5.0,1.0,0.0,2.9999999999999996,10.0,3.141592653589793,0.5,200.0,1.5707963267948966,-1.5,6.5,-3.6213203435596424,4.378679656440358,8.0,2.0,0.0,1.0
0.05,0.5,Centralized,16,0.050308130695011256,0.02345000554605583,0.09425406105579492,2.565059285166919,1.2843098110309772,3.8370292963256243,2.809593848439558,9.499999999999982,0.0,1.0,0.0,10,0.1,0.1,5.0,1.0,0.0,2.9999999999999996,10.0,3.141592653589793,0.5,200.0,1.5707963267948966,-1.5,6.5,-3.6213203435596424,4.378679656440358,8.0,2.0,0.0,1.0
0.05,0.5,Centralized,17,0.053884675033449084,0.0317812302937375,0.12713270992193815,2.522563640238199,1.4011872911936836,4.32352813249135,3.2819243437425576,9.799999999999981,0.0,0.986431182639005,0.03461394419218711,10,0.1,0.1,5.0,1.0,0.0,2.9999999999999996,10.0,3.141592653589793,0.5,200.0,1.5707963267948966,-1.5,6.5,-3.6213203435596424,4.378679656440358,8.0,2.0,0.03573050049712245,1.0
0.05,0.5,Centralized,18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.800000000000002,-1.0,0.9663407863044645,0.09544232013696909,10,0.1,0.1,5.0,1.0,0.0,2.9999999999999996,10.0,3.141592653589793,0.5,200.0,1.5707963267948966,-1.5,6.5,-3.6213203435596424,4.378679656440358,8.0,2.0,0.0,1.0
0.05,0.5,Centralized,19,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.499999999999993,-1.0,0.8413494154672111,0.1792923185085773,10,0.1,0.1,5.0,1.0,0.0,2.9999999999999996,10.0,3.141592653589793,0.5,200.0,1.5707963267948966,-1.5,6.5,-3.6213203435596424,4.378679656440358,8.0,2.0,0.0017556617080389247,1.0
0.05,0.5,Centralized,20,0.04499836401323545,0.024259366766897383,0.08326536520347583,2.7376923737789394,1.3020802163626022,4.018118795074027,3.2365702782546655,7.599999999999989,0.0,1.0,0.0,10,0.1,0.1,5.0,1.0,0.0,2.9999999999999996,10.0,3.141592653589793,0.5,200.0,1.5707963267948966,-1.5,6.5,-3.6213203435596424,4.378679656440358,8.0,2.0,0.0,1.0
0.05,0.5,Centralized,21,0.056324401460669624,0.029071232781340304,0.10174931689079081,2.658175949932703,1.1763413351311223,3.3950728272693835,3.4444606775624176,9.399999999999983,0.0,0.999960274523438,0.0002167591650939722,10,0.1,0.1,5.0,1.0,0.0,2.9999999999999996,10.0,3.141592653589793,0.5,200.0,1.5707963267948966,-1.5,6.5,-3.6213203435596424,4.378679656440358,8.0,2.0,0.0,1.0
0.05,0.5,Centralized,22,0.04608070490619987,0.023383880935028828,0.08535796518050676,2.4255279392868005,1.3395739673446623,3.945424134656824,3.1814401258958203,7.999999999999988,0.0,1.0,0.0,10,0.1,0.1,5.0,1.0,0.0,2.9999999999999996,10.0,3.141592653589793,0.5,200.0,1.5707963267948966,-1.5,6.5,-3.6213203435596424,4.378679656440358,8.0,2.0,0.0,1.0
0.05,0.5,Centralized,23,0.05204494892395894,0.03177694606735202,0.12512599354347298,2.7631722945595194,1.340310880636884,4.374339006840762,3.824026033448408,9.699999999999982,0.0,0.995067037603676,0.016005283195369754,10,0.1,0.1,5.0,1.0,0.0,2.9999999999999996,10.0,3.141592653589793,0.5,200.0,1.5707963267948966,-1.5,6.5,-3.6213203435596424,4.378679656440358,8.0,2.0,0.0,1.0
0.05,0.5,Centralized,24,0.0411614114213094,0.020063031371114242,0.08304342993912295,2.795401659247134,1.3665710464977443,4.295545890318189,3.4227374561165878,7.899999999999988,0.0,1.0,0.0,10,0.1,0.1,5.0,1.0,0.0,2.9999999999999996,10.0,3.141592653589793,0.5,200.0,1.5707963267948966,-1.5,6.5,-3.6213203435596424,4.378679656440358,8.0,2.0,0.0,1.0
0.05,0.5,Centralized,25,0.05241259573717215,0.033845249670208584,0.14133109841453884,2.693293141977861,1.384473767518908,4.696806407521465,3.9794789948974323,10.09999999999998,0.0,0.992312961544935,0.02243202778036172,10,0.1,0.1,5.0,1.0,0.0,2.9999999999999996,10.0,3.141592653589793,0.5,200.0,1.5707963267948966,-1.5,6.5,-3.6213203435596424,4.378679656440358,8.0,2.0,0.0,1.0
0.05,0.5,Centralized,26,0.06667944757656487,0.037850445667491885,0.14168063146553633,2.5312734197082243,1.2544762629702475,4.007373477263792,3.738009483264061,10.09999999999998,0.0,0.9241778080887052,0.1242288571679793,10,0.1,0.1,5.0,1.0,0.0,2.9999999999999996,10.0,3.141592653589793,0.5,200.0,1.5707963267948966,-1.5,6.5,-3.6213203435596424,4.378679656440358,8.0,2.0,0.004002554336058783,1.0
0.05,0.5,Centralized,27,0.05326800058130802,0.0317544133182768,0.11195309286404109,2.7977530178016514,1.352028054203877,4.44834093103713,3.826732261118326,9.799999999999981,0.0,0.996447923440277,0.010248274726825872,10,0.1,0.1,5.0,1.0,0.0,2.9999999999999996,10.0,3.141592653589793,0.5,200.0,1.5707963267948966,-1.5,6.5,-3.6213203435596424,4.378679656440358,8.0,2.0,0.0,1.0
0.05,0.5,Centralized,28,0.055766722222045456,0.02875794958969632,0.11235879635402579,2.81680557460708,1.3202637883137611,4.2698437831105265,3.531865051684395,8.799999999999985,0.0,0.998602664422382,0.005311254071337283,10,0.1,0.1,5.0,1.0,0.0,2.9999999999999996,10.0,3.141592653589793,0.5,200.0,1.5707963267948966,-1.5,6.5,-3.6213203435596424,4.378679656440358,8.0,2.0,0.06654861814067559,1.0
0.05,0.5,Centralized,29,0.043359781943938525,0.02011258882041809,0.07655062925224776,2.3320368601487655,1.309582756510881,3.8135811003104876,3.1809714341505813,8.499999999999986,0.0,1.0,0.0,10,0.1,0.1,5.0,1.0,0.0,2.9999999999999996,10.0,3.141592653589793,0.5,200.0,1.5707963267948966,-1.5,6.5,-3.6213203435596424,4.378679656440358,8.0,2.0,0.0,1.0
0.05,0.5,Centralized,30,0.052189948352236636,0.029977518283524178,0.13045095583491495,2.5228354211694586,1.265536746806856,3.968633100202063,3.850921217446366,10.09999999999998,0.0,0.9925492878484489,0.024121917590264382,10,0.1,0.1,5.0,1.0,0.0,2.9999999999999996,10.0,3.141592653589793,0.5,200.0,1.5707963267948966,-1.5,6.5,-3.6213203435596424,4.378679656440358,8.0,2.0,0.0,1.0
0.05,0.5,Centralized,31,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.799999999999999,-1.0,0.9853315491851382,0.05053834480639869,10,0.1,0.1,5.0,1.0,0.0,2.9999999999999996,10.0,3.141592653589793,0.5,200.0,1.5707963267948966,-1.5,6.5,-3.6213203435596424,4.378679656440358,8.0,2.0,0.0,1.0
0.05,0.5,Centralized,32,0.046657001900816016,0.0225786665045039,0.08904145001590225,2.6319309820743966,1.2198176537089431,3.36530896205986,2.6589149487304424,8.699999999999985,0.0,1.0,0.0,10,0.1,0.1,5.0,1.0,0.0,2.9999999999999996,10.0,3.141592653589793,0.5,200.0,1.5707963267948966,-1.5,6.5,-3.6213203435596424,4.378679656440358,8.0,2.0,0.0,1.0
0.05,0.5,Centralized,33,0.06071340380756585,0.03280835276402,0.1334045135552011,2.1788816051225286,1.195462450123053,3.8826548243342187,3.3369344124003852,10.09999999999998,0.0,0.9753363957406412,0.05386368205653638,10,0.1,0.1,5.0,1.0,0.0,2.9999999999999996,10.0,3.141592653589793,0.5,200.0,1.5707963267948966,-1.5,6.5,-3.6213203435596424,4.378679656440358,8.0,2.0,0.003777032549259818,1.0
