alpha,beta,mc_run,distance_mean,distance_std,a1_acc_mean,a1_acc_std,a2_acc_mean,a2_acc_std,scenario_time,scenario_time_std,confidence_mean,confidence_std
5.000000000000000000e-01,1.000000000000000056e-01,1.000000000000000000e+00,6.940015044564398217e+00,5.347658232101323156e-02,6.848168220144348339e-01,5.900537723858984007e-01,3.928542375250665852e+00,2.870530374943640162e+00,8.599999999999985434e+00,0.000000000000000000e+00,8.520915541096243384e-01,1.578685180410760447e-01
5.000000000000000000e-01,1.000000000000000056e-01,2.000000000000000000e+00,6.934075975951120796e+00,5.015834146444351355e-02,1.485675930779637000e+00,9.376623726492292477e-01,4.149690314261533786e+00,2.854577152291526865e+00,6.799999999999991829e+00,0.000000000000000000e+00,8.732998142227806904e-01,1.334472425193416467e-01
5.000000000000000000e-01,1.000000000000000056e-01,3.000000000000000000e+00,6.941249727162261962e+00,5.208227499032500041e-02,1.478997293855590422e+00,9.867305649000994716e-01,4.117063870189429764e+00,2.896356273653587721e+00,8.299999999999986500e+00,0.000000000000000000e+00,8.713339938915394267e-01,1.478028521959512953e-01
5.000000000000000000e-01,1.000000000000000056e-01,4.000000000000000000e+00,6.933748759886091406e+00,5.892722446762730520e-02,1.493803153678907814e+00,8.908110101422396232e-01,4.322607994398810938e+00,2.975179527223333675e+00,6.999999999999991118e+00,0.000000000000000000e+00,8.056633481751698245e-01,1.615423524648605391e-01
5.000000000000000000e-01,1.000000000000000056e-01,5.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.509999999999996234e+01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
5.000000000000000000e-01,1.000000000000000056e-01,6.000000000000000000e+00,6.938046379694998045e+00,4.797474691842704836e-02,1.503400089806858464e+00,8.697050152116866384e-01,3.963535541875345736e+00,3.152985360576793461e+00,8.699999999999985079e+00,0.000000000000000000e+00,8.733659048412732995e-01,1.440411366061633280e-01
5.000000000000000000e-01,1.000000000000000056e-01,7.000000000000000000e+00,6.942078772537951359e+00,5.632034467124865523e-02,1.439216988530003016e+00,9.769298807888912028e-01,4.250055280198510310e+00,3.221323366271708011e+00,8.199999999999986855e+00,0.000000000000000000e+00,8.464614349795738235e-01,1.651343439024599014e-01
5.000000000000000000e-01,1.000000000000000056e-01,8.000000000000000000e+00,6.952501314147030875e+00,6.165083283089418248e-02,1.428380828246294421e+00,9.474939650632552279e-01,4.073356140554285965e+00,3.387182520407628239e+00,8.699999999999985079e+00,0.000000000000000000e+00,8.562699259961252807e-01,1.612746173083425272e-01
5.000000000000000000e-01,1.000000000000000056e-01,9.000000000000000000e+00,6.928344699134131091e+00,3.899280076118657318e-02,1.295483627955766881e+00,8.582106891863265918e-01,4.263661645587704996e+00,2.773444849037520310e+00,6.599999999999992539e+00,0.000000000000000000e+00,8.713721784998780251e-01,1.332114958911938818e-01
5.000000000000000000e-01,1.000000000000000056e-01,1.000000000000000000e+01,6.931518918100006310e+00,4.712968878316126098e-02,1.302742556109052430e+00,7.700302076697861375e-01,4.452111488457645372e+00,3.180935156323698276e+00,6.599999999999992539e+00,0.000000000000000000e+00,8.643070481312357112e-01,1.424634804441827773e-01
5.000000000000000000e-01,1.000000000000000056e-01,1.100000000000000000e+01,6.928379288642749323e+00,4.677134493009499350e-02,1.500966406105710638e+00,1.030820277196743406e+00,4.516494873282336009e+00,3.260947435437750119e+00,6.699999999999992184e+00,0.000000000000000000e+00,8.303843729133951745e-01,1.591652899780924835e-01
5.000000000000000000e-01,1.000000000000000056e-01,1.200000000000000000e+01,6.940138086401108630e+00,5.223964205992059212e-02,1.409983320799345519e+00,8.267900809904431547e-01,3.902524533770934667e+00,2.836641533414598904e+00,8.799999999999984723e+00,0.000000000000000000e+00,8.578918326539126671e-01,1.584943681361945522e-01
5.000000000000000000e-01,1.000000000000000056e-01,1.300000000000000000e+01,6.939019139187725393e+00,5.140272787645280145e-02,1.357374925789130105e+00,9.479442974591330007e-01,3.958815078983078273e+00,2.988946437573555048e+00,8.399999999999986144e+00,0.000000000000000000e+00,8.628827614817289327e-01,1.541911913901439779e-01
5.000000000000000000e-01,1.000000000000000056e-01,1.400000000000000000e+01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.079999999999997762e+01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
5.000000000000000000e-01,1.000000000000000056e-01,1.500000000000000000e+01,6.942654559289988647e+00,5.677680422175926389e-02,1.541883748596559300e+00,8.607702068860452194e-01,3.965815187081594750e+00,2.961181663878317494e+00,8.699999999999985079e+00,0.000000000000000000e+00,8.271114411764428631e-01,1.675425914343571798e-01
5.000000000000000000e-01,1.000000000000000056e-01,1.600000000000000000e+01,6.926838243235572179e+00,4.232031897193290482e-02,1.487220956942439498e+00,9.761208284358776632e-01,4.509993442259447427e+00,3.273057860016832965e+00,6.699999999999992184e+00,0.000000000000000000e+00,8.350837890070995639e-01,1.607607279967286362e-01
5.000000000000000000e-01,1.000000000000000056e-01,1.700000000000000000e+01,6.933250122063014942e+00,5.000935919461877571e-02,1.303490501884093877e+00,9.400866416931886738e-01,4.389407138058061264e+00,2.997034519536339925e+00,6.899999999999991473e+00,0.000000000000000000e+00,8.407373283218249060e-01,1.570210193325374814e-01
5.000000000000000000e-01,1.000000000000000056e-01,1.800000000000000000e+01,6.948227948842370161e+00,6.412768568479672304e-02,1.561848881051866922e+00,9.528068468627203247e-01,4.310418310359570349e+00,2.957868179860287494e+00,6.599999999999992539e+00,0.000000000000000000e+00,8.593487802276902343e-01,1.443908486312011907e-01
5.000000000000000000e-01,1.000000000000000056e-01,1.900000000000000000e+01,6.937788631478892576e+00,5.346564133483080322e-02,1.514343946063846813e+00,8.965560491388144815e-01,4.249751438386944358e+00,2.929251148217692169e+00,6.799999999999991829e+00,0.000000000000000000e+00,8.545558108742635772e-01,1.472034115788568021e-01
5.000000000000000000e-01,1.000000000000000056e-01,2.000000000000000000e+01,6.931384863493865289e+00,4.873311810162890556e-02,1.582813360780402245e+00,9.009402031088598051e-01,4.417569155510330248e+00,3.368579611213169400e+00,6.699999999999992184e+00,0.000000000000000000e+00,8.356028322415305354e-01,1.552577950510063143e-01
5.000000000000000000e-01,1.000000000000000056e-01,2.100000000000000000e+01,6.929702037752286437e+00,4.184718852979812248e-02,1.424580933337859179e+00,7.714422175336601573e-01,4.416902695706282245e+00,3.182119834527682656e+00,6.599999999999992539e+00,0.000000000000000000e+00,8.656910853438646303e-01,1.427859337831758335e-01
5.000000000000000000e-01,1.000000000000000056e-01,2.200000000000000000e+01,6.930018834269509043e+00,4.560770736652104002e-02,1.417651121853847895e+00,9.278780278248829338e-01,4.468604816579269112e+00,3.246127727697719845e+00,6.699999999999992184e+00,0.000000000000000000e+00,8.385071298919615224e-01,1.590505192484132357e-01
5.000000000000000000e-01,1.000000000000000056e-01,2.300000000000000000e+01,6.955639647121718561e+00,6.609889551791885143e-02,1.528975611540636992e+00,1.011930441205081577e+00,4.318944074929248700e+00,3.646373083877903376e+00,8.799999999999984723e+00,0.000000000000000000e+00,8.442865328474931097e-01,1.743579956406986764e-01
5.000000000000000000e-01,1.000000000000000056e-01,2.400000000000000000e+01,6.944913674430316597e+00,6.273950882951286057e-02,1.726258935020528407e+00,9.630860785330758178e-01,4.638586394821165193e+00,3.367631043394049062e+00,6.599999999999992539e+00,0.000000000000000000e+00,8.473287292608837618e-01,1.577622186022590300e-01
5.000000000000000000e-01,1.000000000000000056e-01,2.500000000000000000e+01,6.925551199217236942e+00,4.158371083650851119e-02,1.512521479704570293e+00,9.578310158234667471e-01,4.641307594442747764e+00,3.645456859752223888e+00,6.799999999999991829e+00,0.000000000000000000e+00,8.215209970848048604e-01,1.539474670975262971e-01
5.000000000000000000e-01,1.000000000000000056e-01,2.600000000000000000e+01,6.939340760683116116e+00,6.257249313946414149e-02,1.582732836651085551e+00,8.932718217169240971e-01,4.381626295010451422e+00,3.180418928746909124e+00,7.299999999999990052e+00,0.000000000000000000e+00,8.024009477845940319e-01,1.731264982770465422e-01
5.000000000000000000e-01,1.000000000000000056e-01,2.700000000000000000e+01,6.950411898815050726e+00,6.458318508367372202e-02,1.584283106967842469e+00,8.814779045229841348e-01,4.118780944856799131e+00,3.273022460363035790e+00,8.699999999999985079e+00,0.000000000000000000e+00,8.422945349205280818e-01,1.631721389164032254e-01
5.000000000000000000e-01,1.000000000000000056e-01,2.800000000000000000e+01,6.943590099380230640e+00,5.750858950484150772e-02,1.431404786647245020e+00,8.289088702232070283e-01,4.176906150354750658e+00,3.104050687530907293e+00,8.599999999999985434e+00,0.000000000000000000e+00,8.459989260899860586e-01,1.603192280043108930e-01
5.000000000000000000e-01,1.000000000000000056e-01,2.900000000000000000e+01,6.931091796162121454e+00,4.507327845861190674e-02,1.508644495643967520e+00,9.504302702184200813e-01,4.410608927796813461e+00,3.343313718442368909e+00,6.699999999999992184e+00,0.000000000000000000e+00,8.401002220610434001e-01,1.571430614699450834e-01
5.000000000000000000e-01,1.000000000000000056e-01,3.000000000000000000e+01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.259999999999997122e+01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
5.000000000000000000e-01,1.000000000000000056e-01,3.100000000000000000e+01,6.927939935011929506e+00,4.417021247381904686e-02,1.318371764818661696e+00,9.561167876739417038e-01,4.271942521793637759e+00,3.051587264738367722e+00,6.999999999999991118e+00,0.000000000000000000e+00,8.407186729542427406e-01,1.524170312669499983e-01
5.000000000000000000e-01,1.000000000000000056e-01,3.200000000000000000e+01,6.942395934976446803e+00,5.208122216049820841e-02,1.482468817437865960e+00,9.346005529216876440e-01,3.910981135002906228e+00,2.757710220854218797e+00,8.499999999999985789e+00,0.000000000000000000e+00,8.768951130327735655e-01,1.486562497998878130e-01
5.000000000000000000e-01,1.000000000000000056e-01,3.300000000000000000e+01,6.938422410386571926e+00,5.659688488945763263e-02,1.419245991546359775e+00,8.392885125149186498e-01,4.090547634862640614e+00,3.072509195090556755e+00,9.199999999999983302e+00,0.000000000000000000e+00,8.171969460662108498e-01,1.784690696713885361e-01
5.000000000000000000e-01,1.000000000000000056e-01,3.400000000000000000e+01,6.944934750217652386e+00,5.913038004114275215e-02,1.420585355251982929e+00,8.838628760014483055e-01,4.122438276950108005e+00,3.066411250285242751e+00,8.399999999999986144e+00,0.000000000000000000e+00,8.243040472967837484e-01,1.741027667227875442e-01
5.000000000000000000e-01,1.000000000000000056e-01,3.500000000000000000e+01,6.932841389024819279e+00,4.989729115148302391e-02,1.595082968381238198e+00,8.911577710514527739e-01,4.261201290389901253e+00,2.974388327816389399e+00,6.699999999999992184e+00,0.000000000000000000e+00,8.475317595149549632e-01,1.559500675141071435e-01
5.000000000000000000e-01,1.000000000000000056e-01,3.600000000000000000e+01,6.926839839360446227e+00,4.224384261126363366e-02,1.355034726852440974e+00,8.026635353868077916e-01,4.308951761345380049e+00,3.046586378150555774e+00,6.799999999999991829e+00,0.000000000000000000e+00,8.272338382512478550e-01,1.590040076827839433e-01
5.000000000000000000e-01,1.000000000000000056e-01,3.700000000000000000e+01,6.954434891004859232e+00,6.476532677393485871e-02,1.534648653449714795e+00,8.932195917719197853e-01,3.950269207029260876e+00,3.184804982157205089e+00,8.999999999999984013e+00,0.000000000000000000e+00,8.405974808366095674e-01,1.710947352948683498e-01
5.000000000000000000e-01,1.000000000000000056e-01,3.800000000000000000e+01,6.928720065753940283e+00,4.172726344888910005e-02,1.462258668318189736e+00,1.056873361726905491e+00,4.136214455966451098e+00,2.838403170505745976e+00,6.499999999999992895e+00,0.000000000000000000e+00,8.907311945587367275e-01,1.279825916028812516e-01
5.000000000000000000e-01,1.000000000000000056e-01,3.900000000000000000e+01,6.928905854455408075e+00,4.419161103704347116e-02,1.460240940393598974e+00,7.503883608452387444e-01,4.554793922763567871e+00,3.428474081942898266e+00,6.599999999999992539e+00,0.000000000000000000e+00,8.467115103459775804e-01,1.586533336367222657e-01
5.000000000000000000e-01,1.000000000000000056e-01,4.000000000000000000e+01,6.930063685302404686e+00,4.733820337915017884e-02,1.354816239877542294e+00,9.191834839419329439e-01,4.272317231272865001e+00,3.096915819406609316e+00,6.899999999999991473e+00,0.000000000000000000e+00,8.070904677759216383e-01,1.701662917467213765e-01
5.000000000000000000e-01,1.000000000000000056e-01,4.100000000000000000e+01,6.932536396448116811e+00,4.842353013169659742e-02,1.560515811122496377e+00,8.495668426747617907e-01,4.663386366025958907e+00,3.581356915632374349e+00,6.499999999999992895e+00,0.000000000000000000e+00,8.565784890556769060e-01,1.457010813706782759e-01
5.000000000000000000e-01,1.000000000000000056e-01,4.200000000000000000e+01,6.945996332175901955e+00,5.989455198597466029e-02,1.490756324493597296e+00,9.145938187411859488e-01,4.213770589510264841e+00,3.213528933189318426e+00,8.899999999999984368e+00,0.000000000000000000e+00,8.276077515990406530e-01,1.765970550185994303e-01
5.000000000000000000e-01,1.000000000000000056e-01,4.300000000000000000e+01,6.931435795763015051e+00,4.848533613484630467e-02,1.494691345651928849e+00,8.610651089281449178e-01,4.244867436848249298e+00,3.040725422708459025e+00,6.799999999999991829e+00,0.000000000000000000e+00,8.567861940106552554e-01,1.442712953118859831e-01
5.000000000000000000e-01,1.000000000000000056e-01,4.400000000000000000e+01,6.948307114953194308e+00,5.846595909631661925e-02,1.659469854200673611e+00,9.864419987859857075e-01,4.245450580284681585e+00,3.464979044147877829e+00,9.099999999999983658e+00,0.000000000000000000e+00,8.609162786382430488e-01,1.711601196639924993e-01
5.000000000000000000e-01,1.000000000000000056e-01,4.500000000000000000e+01,6.938351100444216435e+00,5.124296119255538490e-02,1.460850875656210635e+00,8.800725260365499514e-01,4.080759637816272267e+00,2.914865246854387859e+00,8.699999999999985079e+00,0.000000000000000000e+00,8.373186388780684553e-01,1.681263112742286958e-01
5.000000000000000000e-01,1.000000000000000056e-01,4.600000000000000000e+01,6.948235315173181270e+00,5.647743135551539645e-02,1.461481659625093910e+00,8.104617437930597967e-01,3.933692818319322715e+00,3.221663029401149458e+00,8.799999999999984723e+00,0.000000000000000000e+00,8.725127565572633470e-01,1.508289998038159219e-01
5.000000000000000000e-01,1.000000000000000056e-01,4.700000000000000000e+01,6.931551022942494811e+00,4.727100419030057926e-02,1.363136050653651399e+00,9.405605248782504813e-01,4.231204572871105185e+00,3.370558574257886075e+00,6.799999999999991829e+00,0.000000000000000000e+00,8.657796669518837973e-01,1.343732825443936518e-01
5.000000000000000000e-01,1.000000000000000056e-01,4.800000000000000000e+01,6.956347712402581429e+00,6.489062624679688140e-02,1.347896473756262203e+00,9.435654746660600001e-01,4.227817081544194444e+00,3.333176468716867902e+00,8.399999999999986144e+00,0.000000000000000000e+00,8.629354900302597109e-01,1.582031687370761830e-01
5.000000000000000000e-01,1.000000000000000056e-01,4.900000000000000000e+01,6.937425942704597226e+00,5.277431010598476746e-02,1.608817831406716747e+00,9.826834950974590033e-01,4.462144048925288153e+00,3.099202585090034656e+00,6.599999999999992539e+00,0.000000000000000000e+00,8.649835502807422527e-01,1.380486111122446735e-01
5.000000000000000000e-01,1.000000000000000056e-01,5.000000000000000000e+01,6.944971611949479318e+00,6.028518866816125893e-02,1.462669714281140898e+00,8.807308372656360573e-01,4.252800327206875508e+00,3.202921103751371401e+00,8.799999999999984723e+00,0.000000000000000000e+00,8.283551281873487993e-01,1.672867292361674696e-01
5.000000000000000000e-01,1.000000000000000056e-01,5.100000000000000000e+01,6.931865913603461493e+00,5.217775706302506949e-02,1.614920718639013097e+00,9.793117803667484855e-01,4.459560699687520113e+00,3.280943883869322786e+00,6.599999999999992539e+00,0.000000000000000000e+00,8.343836641794584175e-01,1.550131068483584229e-01
5.000000000000000000e-01,1.000000000000000056e-01,5.200000000000000000e+01,6.938248446380758772e+00,5.596510112754259081e-02,1.306731740740009196e+00,1.025943210331969446e+00,4.478868975063610591e+00,2.952223131111107790e+00,6.699999999999992184e+00,0.000000000000000000e+00,8.659323203443297645e-01,1.436287029434712703e-01
5.000000000000000000e-01,1.000000000000000056e-01,5.300000000000000000e+01,6.936007731241105034e+00,5.778875770918317362e-02,1.712154683774105735e+00,1.044519497266009678e+00,4.730334956970679627e+00,3.410473546736937145e+00,6.999999999999991118e+00,0.000000000000000000e+00,8.049565400231740719e-01,1.768399241497584096e-01
5.000000000000000000e-01,1.000000000000000056e-01,5.400000000000000000e+01,6.925922106366531494e+00,3.989284588240627621e-02,1.359612835967693778e+00,8.605559745400581662e-01,4.310069668140187105e+00,2.903204303861535607e+00,6.899999999999991473e+00,0.000000000000000000e+00,8.405651396931350661e-01,1.492080242324073935e-01
5.000000000000000000e-01,1.000000000000000056e-01,5.500000000000000000e+01,6.937954838655077339e+00,5.303800771330432345e-02,1.537012667200304827e+00,9.715544203378626564e-01,4.418830885169816369e+00,2.928168930317935903e+00,6.599999999999992539e+00,0.000000000000000000e+00,8.748902935506804868e-01,1.336520902334773497e-01
5.000000000000000000e-01,1.000000000000000056e-01,5.600000000000000000e+01,6.951205225853898995e+00,6.313687346258602118e-02,1.479031516007621949e+00,9.732836792178143348e-01,4.351400379520251605e+00,3.326294016086466687e+00,8.299999999999986500e+00,0.000000000000000000e+00,8.615228432354088417e-01,1.608425700985651463e-01
5.000000000000000000e-01,1.000000000000000056e-01,5.700000000000000000e+01,6.945680329727936808e+00,5.847831578456263307e-02,1.496845609728453264e+00,9.576503664108447778e-01,4.305846106998807876e+00,3.574538279395060414e+00,8.599999999999985434e+00,0.000000000000000000e+00,8.487661846445475611e-01,1.607706117485143416e-01
5.000000000000000000e-01,1.000000000000000056e-01,5.800000000000000000e+01,6.936535393135883965e+00,5.048620066198204748e-02,1.473831926083053689e+00,9.039948150909793423e-01,4.117292093149930388e+00,3.146511179310965911e+00,8.699999999999985079e+00,0.000000000000000000e+00,8.206360647965919020e-01,1.797432773630557312e-01
5.000000000000000000e-01,1.000000000000000056e-01,5.900000000000000000e+01,6.935469310469292381e+00,5.173538375304610054e-02,1.391008761826579621e+00,8.274247428338421528e-01,4.389041635537360264e+00,3.232971531823456424e+00,6.699999999999992184e+00,0.000000000000000000e+00,8.735617639929468270e-01,1.437679649583326058e-01
5.000000000000000000e-01,1.000000000000000056e-01,6.000000000000000000e+01,6.932044829547957754e+00,5.778949948953559373e-02,1.677554895023727788e+00,9.173078251653861148e-01,4.546840405914334582e+00,3.377097507948850108e+00,6.999999999999991118e+00,0.000000000000000000e+00,7.960388677302244753e-01,1.639544821555761756e-01
5.000000000000000000e-01,1.000000000000000056e-01,6.100000000000000000e+01,6.931373798944431286e+00,4.876536530751768989e-02,1.495425430326763561e+00,8.813236438790243987e-01,4.598105066672246721e+00,3.707760360952610412e+00,6.799999999999991829e+00,0.000000000000000000e+00,8.325032173043004358e-01,1.580942619976233587e-01
5.000000000000000000e-01,1.000000000000000056e-01,6.200000000000000000e+01,6.935835997570459988e+00,5.377344190323777445e-02,1.549546691237817075e+00,8.879264750186219857e-01,4.214137778218661090e+00,3.270856189188836805e+00,6.799999999999991829e+00,0.000000000000000000e+00,8.445924795262476081e-01,1.488904852715108029e-01
5.000000000000000000e-01,1.000000000000000056e-01,6.300000000000000000e+01,6.948374323203473146e+00,5.745344518188656019e-02,1.521663345469173256e+00,9.339246814290889098e-01,4.159432835440220799e+00,3.160258593852465658e+00,8.399999999999986144e+00,0.000000000000000000e+00,8.676005704106946048e-01,1.566076765090256562e-01
5.000000000000000000e-01,1.000000000000000056e-01,6.400000000000000000e+01,6.929661161278074744e+00,4.611729020126013878e-02,1.370088853515295524e+00,8.720195186968109358e-01,4.665445345134927813e+00,3.499235496365871612e+00,6.799999999999991829e+00,0.000000000000000000e+00,8.399426662563809209e-01,1.560663441660492257e-01
5.000000000000000000e-01,1.000000000000000056e-01,6.500000000000000000e+01,6.932514148489508088e+00,5.231681396956834595e-02,1.391123952807933106e+00,9.100466340428647882e-01,4.462378675453380517e+00,3.346763174335028790e+00,6.699999999999992184e+00,0.000000000000000000e+00,8.377098797482642745e-01,1.541432842826317429e-01
5.000000000000000000e-01,1.000000000000000056e-01,6.600000000000000000e+01,6.947483020150896138e+00,6.260815525799397208e-02,1.534053035585645208e+00,8.858689323749576738e-01,4.359873229906642500e+00,3.441584517096594187e+00,8.499999999999985789e+00,0.000000000000000000e+00,8.392097433624697844e-01,1.663736165088704477e-01
5.000000000000000000e-01,1.000000000000000056e-01,6.700000000000000000e+01,6.934082681870047615e+00,5.316300696177136964e-02,1.473853984428704633e+00,9.848390801607314060e-01,4.554497575755476646e+00,3.420115501028742067e+00,6.699999999999992184e+00,0.000000000000000000e+00,8.246705288959264024e-01,1.618145235353372902e-01
5.000000000000000000e-01,1.000000000000000056e-01,6.800000000000000000e+01,6.943347867089769032e+00,5.456754618982426197e-02,1.550543049740430002e+00,8.880571450476852924e-01,4.301973602653704098e+00,2.837005753519589391e+00,8.499999999999985789e+00,0.000000000000000000e+00,8.777991798845291571e-01,1.484948230228743116e-01
5.000000000000000000e-01,1.000000000000000056e-01,6.900000000000000000e+01,6.939151551899979786e+00,4.678645116774596269e-02,1.499373852883703506e+00,8.232123699797126992e-01,4.043426520548549341e+00,2.997232481473196763e+00,8.699999999999985079e+00,0.000000000000000000e+00,8.850951694804521930e-01,1.457492454315024999e-01
5.000000000000000000e-01,1.000000000000000056e-01,7.000000000000000000e+01,6.940936309278009197e+00,5.349326346700646051e-02,1.392217186273607243e+00,9.248601044760151879e-01,4.035402812494349511e+00,3.002270959050848287e+00,8.699999999999985079e+00,0.000000000000000000e+00,8.442325354330942888e-01,1.654622946004075112e-01
5.000000000000000000e-01,1.000000000000000056e-01,7.100000000000000000e+01,6.940022335298037248e+00,5.413011548337041956e-02,1.528492560562842995e+00,9.472224205005682629e-01,3.872652386937825764e+00,2.519823830556305655e+00,8.599999999999985434e+00,0.000000000000000000e+00,8.564373902396954508e-01,1.595139360406830908e-01
5.000000000000000000e-01,1.000000000000000056e-01,7.200000000000000000e+01,6.933875752725616515e+00,5.003862644770654122e-02,1.378281298371302199e+00,9.080256724100090882e-01,4.377390497402082303e+00,2.687639402489712559e+00,6.599999999999992539e+00,0.000000000000000000e+00,8.702096437190992573e-01,1.368748312037865733e-01
5.000000000000000000e-01,1.000000000000000056e-01,7.300000000000000000e+01,6.933965604870025778e+00,4.847952938127071676e-02,1.544020746183960346e+00,9.465477009841118949e-01,4.892062389674439515e+00,3.749192366091581796e+00,6.399999999999993250e+00,0.000000000000000000e+00,8.599701573513300890e-01,1.445046058069703321e-01
5.000000000000000000e-01,1.000000000000000056e-01,7.400000000000000000e+01,6.937587143312764937e+00,5.394947491219376917e-02,1.566261082308616714e+00,9.852436203897813050e-01,4.668507781652049715e+00,2.947835682109758437e+00,6.299999999999993605e+00,0.000000000000000000e+00,8.918574997936428161e-01,1.235076672020363475e-01
5.000000000000000000e-01,1.000000000000000056e-01,7.500000000000000000e+01,6.940872190092280292e+00,5.523296770420211416e-02,1.440206217141860146e+00,8.981757965180279246e-01,4.092458524909565298e+00,3.006639494144924818e+00,8.599999999999985434e+00,0.000000000000000000e+00,8.194658784931136974e-01,1.799145328283399681e-01
1.000000000000000056e-01,2.500000000000000000e-01,1.000000000000000000e+00,6.956201722668350129e+00,3.841624737549012569e-02,6.848168220144348339e-01,5.900537723858984007e-01,3.873947520858395777e+00,2.519319256125298612e+00,8.599999999999985434e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,2.500000000000000000e-01,2.000000000000000000e+00,6.953763541954398164e+00,2.555983102856152975e-02,1.485675930779637000e+00,9.376623726492292477e-01,4.371571003430903879e+00,2.695177941352701723e+00,6.799999999999991829e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,2.500000000000000000e-01,3.000000000000000000e+00,6.958201804803650248e+00,3.728897585616030436e-02,1.478997293855590422e+00,9.867305649000994716e-01,4.460557953826778110e+00,2.819693091140251351e+00,8.299999999999986500e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,2.500000000000000000e-01,4.000000000000000000e+00,6.956371946206064472e+00,4.239410440012432446e-02,1.493803153678907814e+00,8.908110101422396232e-01,4.715674570555040468e+00,2.994477414965563078e+00,6.999999999999991118e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,2.500000000000000000e-01,5.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.409999999999996589e+01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
1.000000000000000056e-01,2.500000000000000000e-01,6.000000000000000000e+00,6.955846720920055404e+00,3.230905692099745458e-02,1.503400089806858464e+00,8.697050152116866384e-01,4.034671510684221474e+00,2.832087497035531864e+00,8.699999999999985079e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,2.500000000000000000e-01,7.000000000000000000e+00,6.955103715684307630e+00,3.505700335940693801e-02,1.439216988530003016e+00,9.769298807888912028e-01,4.432743509576889451e+00,3.146430953840301470e+00,8.199999999999986855e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,2.500000000000000000e-01,8.000000000000000000e+00,6.963048045766248251e+00,4.151424648935343048e-02,1.428380828246294421e+00,9.474939650632552279e-01,4.319561061253655687e+00,3.183830784124113578e+00,8.699999999999985079e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,2.500000000000000000e-01,9.000000000000000000e+00,6.954828247153339582e+00,2.719529486294841245e-02,1.295483627955766881e+00,8.582106891863265918e-01,4.696980995293727368e+00,2.570789328660148865e+00,6.599999999999992539e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,2.500000000000000000e-01,1.000000000000000000e+01,6.949066218493015867e+00,2.007814410073967964e-02,1.302742556109052430e+00,7.700302076697861375e-01,4.650901869882085649e+00,2.904915804641656774e+00,6.599999999999992539e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,2.500000000000000000e-01,1.100000000000000000e+01,6.950000167156746400e+00,3.163901997018784412e-02,1.500966406105710638e+00,1.030820277196743406e+00,4.824563682018338184e+00,2.947962684715713433e+00,6.699999999999992184e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,2.500000000000000000e-01,1.200000000000000000e+01,6.958340515926619396e+00,3.688534988699936068e-02,1.409983320799345519e+00,8.267900809904431547e-01,3.994886471544283335e+00,2.912510970973667845e+00,8.799999999999984723e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,2.500000000000000000e-01,1.300000000000000000e+01,6.955340400178150695e+00,3.427110237694920569e-02,1.349857347788279593e+00,9.511454691523091309e-01,4.140098691808199227e+00,2.693169738203971875e+00,8.299999999999986500e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
