alpha,beta,mc_run,distance_mean,distance_std,a1_acc_mean,a1_acc_std,a2_acc_mean,a2_acc_std,scenario_time,scenario_time_std,confidence_mean,confidence_std
1.000000000000000056e-01,1.000000000000000056e-01,3.800000000000000000e+01,6.954180422441516463e+00,2.459366326791264865e-02,1.462258668318189736e+00,1.056873361726905491e+00,4.793298685593724073e+00,2.583005923883856081e+00,6.499999999999992895e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,3.900000000000000000e+01,6.948814986595370335e+00,2.195779043720755275e-02,1.460240940393598974e+00,7.503883608452387444e-01,4.702627440458823749e+00,3.229279778926268829e+00,6.599999999999992539e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,4.000000000000000000e+01,6.949351350055259502e+00,2.871400723889741546e-02,1.354816239877542294e+00,9.191834839419329439e-01,4.450011524765737470e+00,2.818095367732556866e+00,6.899999999999991473e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,4.100000000000000000e+01,6.954682222179338069e+00,3.041898529832845130e-02,1.560515811122496377e+00,8.495668426747617907e-01,4.708395147335510345e+00,3.171271274915318461e+00,6.499999999999992895e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,4.200000000000000000e+01,6.961240166070796320e+00,3.982944326275526803e-02,1.490756324493597296e+00,9.145938187411859488e-01,4.342209262988269813e+00,3.196050360079075947e+00,8.899999999999984368e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,4.300000000000000000e+01,6.956304869397545332e+00,3.195636635200362063e-02,1.494691345651928849e+00,8.610651089281449178e-01,4.718049861771827835e+00,2.812998671176427212e+00,6.799999999999991829e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,4.400000000000000000e+01,6.966683319605042612e+00,4.251901835465524138e-02,1.659469854200673611e+00,9.864419987859857075e-01,4.710675450789466367e+00,3.462112827156405892e+00,9.099999999999983658e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,4.500000000000000000e+01,6.953133934240867120e+00,3.158763356516371135e-02,1.460850875656210635e+00,8.800725260365499514e-01,4.149498382489445802e+00,2.972980645826280632e+00,8.699999999999985079e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,4.600000000000000000e+01,6.960093456387872912e+00,3.648155016349573926e-02,1.461481659625093910e+00,8.104617437930597967e-01,4.163969426091314041e+00,2.916108197597978346e+00,8.799999999999984723e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,4.700000000000000000e+01,6.952616804669806250e+00,2.388898644405857558e-02,1.363136050653651399e+00,9.405605248782504813e-01,4.542777781729283149e+00,2.894261272242983463e+00,6.799999999999991829e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,4.800000000000000000e+01,6.969973120940034406e+00,4.653173378539650351e-02,1.347896473756262203e+00,9.435654746660600001e-01,4.438471561870270143e+00,3.307813376735474264e+00,8.399999999999986144e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,4.900000000000000000e+01,6.961665866186816487e+00,3.395930932812256386e-02,1.592700013946618309e+00,9.840729952970979078e-01,4.437457180667109924e+00,2.682654955473915859e+00,6.699999999999992184e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,5.000000000000000000e+01,6.963090706703354726e+00,4.431040033925428417e-02,1.473675251293917521e+00,8.797408855307663478e-01,4.571509131821152927e+00,3.152751573103213634e+00,8.699999999999985079e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,5.100000000000000000e+01,6.950148076732816982e+00,3.207312692828520606e-02,1.614920718639013097e+00,9.793117803667484855e-01,4.758247361737901748e+00,3.152112733264438305e+00,6.599999999999992539e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,5.200000000000000000e+01,6.955075052816512837e+00,2.673475946670004696e-02,1.306731740740009196e+00,1.025943210331969446e+00,4.584433946235366264e+00,2.699451054992476617e+00,6.699999999999992184e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,5.300000000000000000e+01,6.952311566680728028e+00,3.707471587111780403e-02,1.712154683774105735e+00,1.044519497266009678e+00,4.719646655069569263e+00,3.187405281138963264e+00,6.999999999999991118e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,5.400000000000000000e+01,6.945565911971190332e+00,1.715634198472697214e-02,1.359612835967693778e+00,8.605559745400581662e-01,4.351274582833570825e+00,2.607427483379545663e+00,6.899999999999991473e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,5.500000000000000000e+01,6.958220280229811650e+00,2.838579538783713926e-02,1.537012667200304827e+00,9.715544203378626564e-01,4.594329212809141083e+00,2.714330379936467086e+00,6.599999999999992539e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,5.600000000000000000e+01,6.963246407137776650e+00,4.164890418354200846e-02,1.479031516007621949e+00,9.732836792178143348e-01,4.414929741994519041e+00,3.108901040197777910e+00,8.299999999999986500e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,5.700000000000000000e+01,6.959122566737259596e+00,3.916902743042277590e-02,1.496845609728453264e+00,9.576503664108447778e-01,4.538334520284516671e+00,3.316160960064950647e+00,8.599999999999985434e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,5.800000000000000000e+01,6.951632406489596683e+00,2.866465860805383556e-02,1.463191144439313529e+00,9.038021608619974945e-01,4.320057329504145116e+00,2.901207998661109677e+00,8.599999999999985434e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,5.900000000000000000e+01,6.953870090797135362e+00,2.737742810430140311e-02,1.391008761826579621e+00,8.274247428338421528e-01,4.602932934700911360e+00,2.941761759999425685e+00,6.699999999999992184e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,6.000000000000000000e+01,6.955371507777989848e+00,4.287998529234659378e-02,1.677554895023727788e+00,9.173078251653861148e-01,4.649988593417298866e+00,3.127379609204072430e+00,6.999999999999991118e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,6.100000000000000000e+01,6.951970524759298442e+00,2.715234251924891415e-02,1.495425430326763561e+00,8.813236438790243987e-01,5.062015815800792851e+00,3.514260821146317326e+00,6.799999999999991829e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,6.200000000000000000e+01,6.958421469098570178e+00,3.680412099928386666e-02,1.549546691237817075e+00,8.879264750186219857e-01,4.316510691439610525e+00,2.992756675973800018e+00,6.799999999999991829e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,6.300000000000000000e+01,6.962811098391855857e+00,3.958474029446683307e-02,1.521663345469173256e+00,9.339246814290889098e-01,4.245910701861752123e+00,2.890761094810435416e+00,8.399999999999986144e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,6.400000000000000000e+01,6.948268860682015990e+00,2.299437299176634170e-02,1.370088853515295524e+00,8.720195186968109358e-01,4.901617874681543086e+00,3.304454566425938822e+00,6.799999999999991829e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,6.500000000000000000e+01,6.952232912064725490e+00,3.292484639255285894e-02,1.391123952807933106e+00,9.100466340428647882e-01,4.700957616135871930e+00,3.070139719685478941e+00,6.699999999999992184e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,6.600000000000000000e+01,6.961323341565173628e+00,4.132263023826381748e-02,1.534053035585645208e+00,8.858689323749576738e-01,4.580233438018065151e+00,3.477280295727460224e+00,8.499999999999985789e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,6.700000000000000000e+01,6.948381837040382258e+00,2.651015614175090615e-02,1.473853984428704633e+00,9.848390801607314060e-01,4.754199128158688836e+00,2.970541905667124727e+00,6.699999999999992184e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,6.800000000000000000e+01,6.961069384068711230e+00,3.645733232871035956e-02,1.550543049740430002e+00,8.880571450476852924e-01,4.504870428000989691e+00,2.771197806410958364e+00,8.499999999999985789e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,6.900000000000000000e+01,6.959047066595055675e+00,3.064891159269191381e-02,1.499373852883703506e+00,8.232123699797126992e-01,4.170612830301523744e+00,2.847615598691745298e+00,8.699999999999985079e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,7.000000000000000000e+01,6.954369925735947255e+00,3.274344575049457223e-02,1.392217186273607243e+00,9.248601044760151879e-01,4.187632237191881934e+00,2.933530320777271161e+00,8.699999999999985079e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,7.100000000000000000e+01,6.955831671766500968e+00,3.299547803701158993e-02,1.528492560562842995e+00,9.472224205005682629e-01,4.013596906004258003e+00,2.611127230683051970e+00,8.599999999999985434e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,7.200000000000000000e+01,6.951035026521074300e+00,2.155794876559327319e-02,1.378281298371302199e+00,9.080256724100090882e-01,4.534615510323888543e+00,2.519191634880365349e+00,6.599999999999992539e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,7.300000000000000000e+01,6.946259658403088899e+00,2.016812698031399467e-02,1.544020746183960346e+00,9.465477009841118949e-01,4.884709679876521271e+00,3.232470408046567378e+00,6.399999999999993250e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,7.400000000000000000e+01,6.957176413648270774e+00,3.281358831136083065e-02,1.566261082308616714e+00,9.852436203897813050e-01,4.647630572061835608e+00,2.497410304642166956e+00,6.299999999999993605e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,7.500000000000000000e+01,6.956204052482886091e+00,3.803004754962131806e-02,1.440206217141860146e+00,8.981757965180279246e-01,4.311102815744170869e+00,3.045626456212322974e+00,8.599999999999985434e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,1.000000000000000056e-01,1.000000000000000000e+00,6.950372261588066536e+00,4.227752367989560944e-02,6.848168220144348339e-01,5.900537723858984007e-01,3.879334373856841989e+00,2.698318630374982874e+00,8.599999999999985434e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,1.000000000000000056e-01,2.000000000000000000e+00,6.947603418728135694e+00,3.263650689560396168e-02,1.485675930779637000e+00,9.376623726492292477e-01,4.160483387326733506e+00,2.671705200185432005e+00,6.799999999999991829e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,1.000000000000000056e-01,3.000000000000000000e+00,6.953525050527906259e+00,4.040920160723621146e-02,1.478997293855590422e+00,9.867305649000994716e-01,4.257269711835783177e+00,2.696714120521868097e+00,8.299999999999986500e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,1.000000000000000056e-01,4.000000000000000000e+00,6.947825188098784466e+00,4.748894496655883812e-02,1.493803153678907814e+00,8.908110101422396232e-01,4.561098066549837071e+00,2.739137964910993706e+00,6.999999999999991118e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,1.000000000000000056e-01,5.000000000000000000e+00,6.641032618945082788e+00,1.204236362430743723e+00,4.775231189886838479e+00,3.990735810183024146e+00,5.360649328369198052e+00,4.679553794826825097e+00,1.509999999999996234e+01,0.000000000000000000e+00,7.093101134084749404e-01,4.440203434049908582e-01
2.500000000000000000e-01,1.000000000000000056e-01,6.000000000000000000e+00,6.950085683401553638e+00,3.768647894119596387e-02,1.503400089806858464e+00,8.697050152116866384e-01,3.991692027521908770e+00,2.868785444751498215e+00,8.699999999999985079e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,1.000000000000000056e-01,7.000000000000000000e+00,6.951661024347069784e+00,4.283698597244466055e-02,1.439216988530003016e+00,9.769298807888912028e-01,4.320328483773043793e+00,3.110846903689666210e+00,8.199999999999986855e+00,0.000000000000000000e+00,9.999879931847046599e-01,8.405680374191005935e-05
2.500000000000000000e-01,1.000000000000000056e-01,8.000000000000000000e+00,6.955365713695716323e+00,4.436798586807093325e-02,1.428380828246294421e+00,9.474939650632552279e-01,4.102210743758068823e+00,3.143705965639932209e+00,8.699999999999985079e+00,0.000000000000000000e+00,9.999094141553687143e-01,8.449285097204473809e-04
2.500000000000000000e-01,1.000000000000000056e-01,9.000000000000000000e+00,6.944282805068060505e+00,2.507159622773339272e-02,1.295483627955766881e+00,8.582106891863265918e-01,4.382232283569387654e+00,2.433547092868549644e+00,6.599999999999992539e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,1.000000000000000056e-01,1.000000000000000000e+01,6.942190171805601828e+00,2.628844819698201649e-02,1.302742556109052430e+00,7.700302076697861375e-01,4.488065812940632782e+00,2.864326481443251193e+00,6.599999999999992539e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,1.000000000000000056e-01,1.100000000000000000e+01,6.941899372027342530e+00,3.560643218993462394e-02,1.500966406105710638e+00,1.030820277196743406e+00,4.468457101549732080e+00,2.893811099449144386e+00,6.699999999999992184e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,1.000000000000000056e-01,1.200000000000000000e+01,6.951538840614825077e+00,4.151722553424761625e-02,1.409983320799345519e+00,8.267900809904431547e-01,3.921409030535540019e+00,2.672452567259307799e+00,8.799999999999984723e+00,0.000000000000000000e+00,9.999943444069834264e-01,5.305416523188736014e-05
