alpha,mc_run,distance_mean,distance_std,a1_acc_mean,a1_acc_std,a2_acc_mean,a2_acc_std,scenario_time,scenario_time_std
5.000000000000000278e-02,2.500000000000000000e+01,5.985359971454071726e+00,1.286535158862311262e-02,2.181839259497420080e+00,1.305425663805468428e+00,5.876888960939153250e+00,4.505375324737305398e+00,5.799999999999995381e+00,0.000000000000000000e+00
5.000000000000000278e-02,2.600000000000000000e+01,5.992064147889417214e+00,1.179406039975222989e-02,2.165753241943885854e+00,9.812015236057302081e-01,4.762767401274392576e+00,4.169987017816265684e+00,6.599999999999992539e+00,0.000000000000000000e+00
5.000000000000000278e-02,2.700000000000000000e+01,5.989171135539001156e+00,1.127084644777945170e-02,2.270913315518437336e+00,1.187183456626558664e+00,5.276046777987815517e+00,3.759391112654410616e+00,6.299999999999993605e+00,0.000000000000000000e+00
5.000000000000000278e-02,2.800000000000000000e+01,5.988648300323274221e+00,1.159971695018433176e-02,2.081204274383179786e+00,1.037241694874718068e+00,5.142239404068432052e+00,3.658593654919448657e+00,6.299999999999993605e+00,0.000000000000000000e+00
5.000000000000000278e-02,2.900000000000000000e+01,5.986254381869510865e+00,1.071348369049465558e-02,2.193419892373603464e+00,1.101950790542905789e+00,5.254711481591606947e+00,4.174658008844145840e+00,6.099999999999994316e+00,0.000000000000000000e+00
5.000000000000000278e-02,3.000000000000000000e+01,5.986456993077945654e+00,1.189456753119774897e-02,1.998806280031447002e+00,1.100751021868778601e+00,4.134719416625812549e+00,3.975673430384437435e+00,6.899999999999991473e+00,0.000000000000000000e+00
5.000000000000000278e-02,3.100000000000000000e+01,5.994045993125777017e+00,1.252509966098564950e-02,2.003792588836522004e+00,1.303425186432404903e+00,4.364531153584590761e+00,3.702179509731220008e+00,6.799999999999991829e+00,0.000000000000000000e+00
5.000000000000000278e-02,3.200000000000000000e+01,5.989925506203723771e+00,1.339971901738189718e-02,2.321910499099136604e+00,1.145171511136001241e+00,5.252414412037015090e+00,3.914421685460050426e+00,6.499999999999992895e+00,0.000000000000000000e+00
5.000000000000000278e-02,3.300000000000000000e+01,5.990272094341348108e+00,1.107195210301105751e-02,1.888846272895166267e+00,1.085506823455484104e+00,4.663631524778820037e+00,3.798283534073603640e+00,6.599999999999992539e+00,0.000000000000000000e+00
5.000000000000000278e-02,3.400000000000000000e+01,5.982999424646093800e+00,1.166074566127493946e-02,2.355271226722132738e+00,1.062055239862871980e+00,5.472492020370062882e+00,4.006639626322837877e+00,5.899999999999995026e+00,0.000000000000000000e+00
5.000000000000000278e-02,3.500000000000000000e+01,5.988340884382056473e+00,1.188062886108886933e-02,2.348046106781515263e+00,1.099541713223589401e+00,5.754100373642106803e+00,3.866670123250715907e+00,5.799999999999995381e+00,0.000000000000000000e+00
5.000000000000000278e-02,3.600000000000000000e+01,5.989022933625129497e+00,1.157643876789230322e-02,1.869679453075333120e+00,9.950315203131838704e-01,4.729225008228789662e+00,3.822005198796623038e+00,6.199999999999993960e+00,0.000000000000000000e+00
5.000000000000000278e-02,3.700000000000000000e+01,5.983160070031169120e+00,1.343743799361311365e-02,2.252184160771140142e+00,1.190625354249481571e+00,5.194493247068400876e+00,3.961443179684279947e+00,5.899999999999995026e+00,0.000000000000000000e+00
5.000000000000000278e-02,3.800000000000000000e+01,5.989166258645067131e+00,1.077921988552271552e-02,2.158805446475218659e+00,1.161520274548347720e+00,5.313687675924872345e+00,3.881789112390108709e+00,5.999999999999994671e+00,0.000000000000000000e+00
5.000000000000000278e-02,3.900000000000000000e+01,5.984662479691457371e+00,1.212306322595707586e-02,2.331184326827351772e+00,1.033677505012889686e+00,5.609706552740167496e+00,4.213671156282623897e+00,5.899999999999995026e+00,0.000000000000000000e+00
5.000000000000000278e-02,4.000000000000000000e+01,5.986286110344243738e+00,1.210206001723755122e-02,2.023265416441336839e+00,1.056757304801264175e+00,4.790791766954283659e+00,3.734547307060945620e+00,6.099999999999994316e+00,0.000000000000000000e+00
5.000000000000000278e-02,4.100000000000000000e+01,5.985026129408161921e+00,1.286352978201789517e-02,2.429650007814914137e+00,1.127461481404225863e+00,6.082516107435381514e+00,4.316354264081237346e+00,5.999999999999994671e+00,0.000000000000000000e+00
5.000000000000000278e-02,4.200000000000000000e+01,5.993477833170479663e+00,1.231925078723004538e-02,2.317274183617276773e+00,1.195356787724576320e+00,4.515718137597801274e+00,3.753650124660963261e+00,6.499999999999992895e+00,0.000000000000000000e+00
5.000000000000000278e-02,4.300000000000000000e+01,5.991878981754049427e+00,1.299195365808972040e-02,2.430720423194027369e+00,1.122133206361259239e+00,5.478336217491126092e+00,4.106802917391568108e+00,6.399999999999993250e+00,0.000000000000000000e+00
5.000000000000000278e-02,4.400000000000000000e+01,5.986223695820235058e+00,1.201606935032928890e-02,2.186554710774232024e+00,1.046137058998005909e+00,5.612436108693655612e+00,4.140496758752674644e+00,6.099999999999994316e+00,0.000000000000000000e+00
5.000000000000000278e-02,4.500000000000000000e+01,5.987084875254855554e+00,1.057967931133525080e-02,2.004135741507981017e+00,1.315210689681654888e+00,5.545404519133649401e+00,4.333848610071134644e+00,5.999999999999994671e+00,0.000000000000000000e+00
5.000000000000000278e-02,4.600000000000000000e+01,5.989279014886184527e+00,1.185662221472809537e-02,2.228791826294767908e+00,1.055096575298005046e+00,4.665805131990022225e+00,3.687984948763809889e+00,6.599999999999992539e+00,0.000000000000000000e+00
5.000000000000000278e-02,4.700000000000000000e+01,5.993377957962729319e+00,1.363602318649889678e-02,2.083750166035901685e+00,1.137191188546615050e+00,4.754461199220695988e+00,3.538508559876300641e+00,6.399999999999993250e+00,0.000000000000000000e+00
5.000000000000000278e-02,4.800000000000000000e+01,5.987061591944603300e+00,1.499337002416329528e-02,2.156655062828769509e+00,1.148612282409454455e+00,5.323061222901301903e+00,3.824019464745997521e+00,6.999999999999991118e+00,0.000000000000000000e+00
5.000000000000000278e-02,4.900000000000000000e+01,5.990181293984881528e+00,1.051110691816397463e-02,2.437476353679269625e+00,1.167691098313929254e+00,5.387830200150842686e+00,4.368730924520968451e+00,5.999999999999994671e+00,0.000000000000000000e+00
5.000000000000000278e-02,5.000000000000000000e+01,5.988670920622914728e+00,1.302801899200232809e-02,2.175315307787995422e+00,1.082636130139413400e+00,5.107652816187116862e+00,3.456296785233467173e+00,6.399999999999993250e+00,0.000000000000000000e+00
5.000000000000000000e-01,1.000000000000000000e+00,5.958799059878773008e+00,3.496231961836203384e-02,6.901229616635841113e-01,6.856604962883947607e-01,3.731591813126101442e+00,2.806719843472854858e+00,6.299999999999993605e+00,0.000000000000000000e+00
5.000000000000000000e-01,2.000000000000000000e+00,5.959206551946473418e+00,3.200081789154080036e-02,1.999799085668543697e+00,1.128658085345750406e+00,4.109485146177431325e+00,3.298569581536979989e+00,5.899999999999995026e+00,0.000000000000000000e+00
5.000000000000000000e-01,3.000000000000000000e+00,5.954603483840321232e+00,3.450734083070663288e-02,2.233648637534677128e+00,1.255450320165744094e+00,4.286817909427940165e+00,3.217019190531367201e+00,6.299999999999993605e+00,0.000000000000000000e+00
5.000000000000000000e-01,4.000000000000000000e+00,5.949699160799725384e+00,4.658751923565165876e-02,2.344301100517736991e+00,1.200301748384588585e+00,4.432951961042877365e+00,3.226039746873868630e+00,6.099999999999994316e+00,0.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00,5.971667144827388363e+00,3.593719159677834230e-02,1.978565345681651211e+00,1.155586399140994258e+00,4.085488545098423074e+00,3.023723161375275303e+00,6.899999999999991473e+00,0.000000000000000000e+00
5.000000000000000000e-01,6.000000000000000000e+00,5.957110326678076717e+00,5.174651483081815773e-02,2.135108997636989692e+00,1.098810350513455658e+00,3.873067330348205939e+00,3.151729214760057296e+00,6.599999999999992539e+00,0.000000000000000000e+00
5.000000000000000000e-01,7.000000000000000000e+00,5.960707451409636981e+00,3.356766860233641181e-02,2.241103182263024962e+00,1.180765485648199498e+00,4.089568300211653629e+00,3.225956496263266526e+00,6.699999999999992184e+00,0.000000000000000000e+00
5.000000000000000000e-01,8.000000000000000000e+00,5.948602883231102645e+00,3.077317458592189123e-02,2.038673876502855808e+00,1.066617240151456203e+00,4.200528953645389585e+00,3.308967198131321119e+00,5.999999999999994671e+00,0.000000000000000000e+00
5.000000000000000000e-01,9.000000000000000000e+00,5.967397422352530789e+00,2.840528699601549412e-02,2.243009825037580729e+00,1.116180730013105471e+00,4.441571616765306096e+00,3.445496418294391017e+00,6.199999999999993960e+00,0.000000000000000000e+00
5.000000000000000000e-01,1.000000000000000000e+01,5.967330390875504875e+00,2.969689535195324873e-02,2.136841520629951141e+00,8.724969552459752586e-01,4.137463211664530682e+00,3.231461318646870140e+00,6.199999999999993960e+00,0.000000000000000000e+00
5.000000000000000000e-01,1.100000000000000000e+01,5.956469847206953716e+00,3.993601277023637458e-02,2.202263718359311451e+00,1.253808375629802185e+00,4.351874385384320476e+00,3.307376253387746878e+00,6.399999999999993250e+00,0.000000000000000000e+00
5.000000000000000000e-01,1.200000000000000000e+01,5.946863362470104164e+00,4.722397463770324627e-02,2.070913371269582637e+00,1.092731675085420573e+00,4.161248274859780771e+00,3.497250361496373472e+00,6.199999999999993960e+00,0.000000000000000000e+00
5.000000000000000000e-01,1.300000000000000000e+01,5.960334754341786834e+00,4.455635369723533190e-02,2.307617853572460742e+00,1.265768796812232866e+00,4.676397351683186265e+00,3.319096670881616529e+00,6.399999999999993250e+00,0.000000000000000000e+00
5.000000000000000000e-01,1.400000000000000000e+01,5.958885448883621372e+00,4.491933943998412809e-02,2.215212334185180598e+00,1.214150557538898223e+00,4.344537882896852388e+00,3.498345774607439562e+00,6.499999999999992895e+00,0.000000000000000000e+00
5.000000000000000000e-01,1.500000000000000000e+01,5.951454252885177709e+00,5.194269232192287589e-02,2.058341101470703816e+00,1.075129259555711370e+00,4.115636086570196639e+00,3.285798167823663185e+00,6.299999999999993605e+00,0.000000000000000000e+00
5.000000000000000000e-01,1.600000000000000000e+01,5.961492688614267621e+00,3.320936992308685942e-02,2.467437063668293629e+00,1.298279789460157652e+00,4.520883563596307830e+00,3.356220639915194592e+00,6.199999999999993960e+00,0.000000000000000000e+00
5.000000000000000000e-01,1.700000000000000000e+01,5.966650929645948231e+00,3.570710759060146539e-02,2.069289025948159555e+00,1.037421154476668494e+00,3.850201415172946895e+00,3.138609597408223539e+00,6.699999999999992184e+00,0.000000000000000000e+00
5.000000000000000000e-01,1.800000000000000000e+01,5.959027273105167666e+00,3.625114372240591937e-02,2.601317220728346147e+00,1.227246763822648301e+00,4.824172186194989109e+00,3.797051725109239495e+00,5.899999999999995026e+00,0.000000000000000000e+00
5.000000000000000000e-01,1.900000000000000000e+01,5.964749013741900363e+00,3.237736707574419975e-02,2.322052487147487909e+00,1.128693095758073417e+00,4.276983950838051385e+00,3.500924679659084049e+00,6.099999999999994316e+00,0.000000000000000000e+00
5.000000000000000000e-01,2.000000000000000000e+01,5.953293033850874494e+00,5.067278300027888704e-02,2.168090628424572675e+00,1.258160490133851450e+00,4.030309572695325748e+00,3.412444612688994461e+00,6.299999999999993605e+00,0.000000000000000000e+00
5.000000000000000000e-01,2.100000000000000000e+01,5.961155467970911559e+00,3.312865391829640516e-02,2.067434731247580704e+00,1.155823968612740504e+00,4.214001323305480717e+00,3.187786381655364654e+00,6.099999999999994316e+00,0.000000000000000000e+00
5.000000000000000000e-01,2.200000000000000000e+01,5.951280760974761108e+00,3.728362431543724015e-02,2.121191845401817933e+00,1.063583696895997965e+00,4.085173688109493106e+00,3.472922806903664839e+00,5.999999999999994671e+00,0.000000000000000000e+00
5.000000000000000000e-01,2.300000000000000000e+01,5.953492204528106235e+00,4.742933375577856880e-02,2.224399582559119626e+00,1.121561438855201986e+00,4.193761973633907125e+00,3.364282108157966356e+00,6.299999999999993605e+00,0.000000000000000000e+00
5.000000000000000000e-01,2.400000000000000000e+01,5.948839943552339804e+00,3.397915806223326951e-02,2.165300226398849226e+00,1.165057520764659627e+00,4.122186231586342231e+00,3.575612023555881702e+00,5.799999999999995381e+00,0.000000000000000000e+00
5.000000000000000000e-01,2.500000000000000000e+01,5.958788401771096588e+00,3.114343191997741983e-02,2.190067054509275746e+00,1.357983107279293167e+00,4.487509570662166603e+00,3.413468138655209483e+00,5.999999999999994671e+00,0.000000000000000000e+00
5.000000000000000000e-01,2.600000000000000000e+01,5.951083987842348932e+00,4.599403416909477599e-02,2.245483871878118709e+00,1.112871077808221365e+00,4.229627888899542221e+00,3.071819895849014159e+00,6.299999999999993605e+00,0.000000000000000000e+00
5.000000000000000000e-01,2.700000000000000000e+01,5.961721814376629958e+00,4.249598010965743161e-02,2.204529160481498717e+00,1.084254738583873223e+00,3.976478875733961971e+00,3.232286197829706165e+00,7.099999999999990763e+00,0.000000000000000000e+00
5.000000000000000000e-01,2.800000000000000000e+01,5.959659546287648269e+00,3.793722614227199030e-02,2.202876296521438348e+00,1.199161707916263753e+00,4.037549441139214323e+00,3.276489837312516862e+00,6.699999999999992184e+00,0.000000000000000000e+00
5.000000000000000000e-01,2.900000000000000000e+01,5.947306682860882709e+00,3.800655084151943058e-02,2.205800149595048332e+00,1.084432242088678278e+00,4.131705516558035640e+00,3.584993702039568131e+00,5.899999999999995026e+00,0.000000000000000000e+00
5.000000000000000000e-01,3.000000000000000000e+01,5.936104214898984210e+00,5.216488973650203892e-02,2.304153689271298155e+00,1.223952774770654228e+00,4.215083871985364716e+00,3.549393899791354112e+00,5.999999999999994671e+00,0.000000000000000000e+00
5.000000000000000000e-01,3.100000000000000000e+01,5.958998817569363560e+00,3.932962887008795844e-02,2.236336604364359992e+00,1.281322663287763008e+00,4.364182011056868760e+00,3.540218421561527773e+00,6.199999999999993960e+00,0.000000000000000000e+00
5.000000000000000000e-01,3.200000000000000000e+01,5.940341580137875610e+00,6.494571002068783017e-02,2.199518542805236621e+00,1.053342599285674419e+00,3.981922531218550443e+00,3.297275035239935814e+00,6.399999999999993250e+00,0.000000000000000000e+00
5.000000000000000000e-01,3.300000000000000000e+01,5.967927450177670678e+00,3.770364934490249426e-02,2.222135480507637872e+00,1.198629798742018471e+00,4.312868230180404439e+00,3.322667003854043344e+00,6.299999999999993605e+00,0.000000000000000000e+00
5.000000000000000000e-01,3.400000000000000000e+01,5.965201678434666199e+00,4.209722708733942831e-02,2.183737974864881082e+00,9.461231621646928325e-01,3.999556682941824537e+00,3.433198435374830826e+00,6.699999999999992184e+00,0.000000000000000000e+00
5.000000000000000000e-01,3.500000000000000000e+01,5.952291342426792475e+00,4.757737382956755967e-02,2.271561897709326594e+00,1.158518990071615962e+00,4.016972532053901368e+00,3.313170272261958704e+00,6.599999999999992539e+00,0.000000000000000000e+00
5.000000000000000000e-01,3.600000000000000000e+01,5.971437898432504277e+00,3.399765295187009984e-02,2.212350833272800799e+00,1.176249571067879529e+00,4.201533431993430767e+00,3.368099765005446944e+00,6.699999999999992184e+00,0.000000000000000000e+00
5.000000000000000000e-01,3.700000000000000000e+01,5.963211358750042379e+00,3.218209899206821850e-02,2.085272605801859580e+00,9.612486379254465696e-01,4.104238473553232680e+00,3.265196917301131485e+00,6.099999999999994316e+00,0.000000000000000000e+00
5.000000000000000000e-01,3.800000000000000000e+01,5.969142931596868706e+00,3.633594008109580081e-02,1.902784089857383121e+00,9.519516256901195961e-01,3.650758068515663535e+00,3.325515689073823555e+00,7.299999999999990052e+00,0.000000000000000000e+00
5.000000000000000000e-01,3.900000000000000000e+01,5.940157751655042340e+00,4.664877080598264780e-02,2.378017805531006168e+00,1.277027403263925276e+00,4.297541899223884521e+00,3.447011758540943660e+00,5.999999999999994671e+00,0.000000000000000000e+00
5.000000000000000000e-01,4.000000000000000000e+01,5.959255897340836050e+00,3.495901374120911898e-02,2.175501024993156562e+00,1.202269062552776546e+00,4.046548163287936539e+00,3.353914938264524803e+00,6.499999999999992895e+00,0.000000000000000000e+00
5.000000000000000000e-01,4.100000000000000000e+01,5.945162043610990210e+00,4.351256041022135562e-02,2.258157828843154302e+00,1.153297806655843472e+00,4.331690966642901763e+00,3.369926941213583049e+00,6.199999999999993960e+00,0.000000000000000000e+00
5.000000000000000000e-01,4.200000000000000000e+01,5.954269617194799302e+00,3.330771544004217100e-02,2.202944870529212729e+00,1.139071235027094176e+00,4.379182337274901471e+00,3.356120649943077350e+00,5.999999999999994671e+00,0.000000000000000000e+00
5.000000000000000000e-01,4.300000000000000000e+01,5.951285001414144737e+00,3.373758883224112909e-02,2.039535881814966700e+00,9.340878132547594248e-01,4.124657644634762477e+00,3.080557252341411534e+00,6.299999999999993605e+00,0.000000000000000000e+00
5.000000000000000000e-01,4.400000000000000000e+01,5.954468447003999465e+00,3.767213368409636637e-02,2.221493596096003831e+00,1.219651761453645511e+00,4.231187388901444635e+00,3.572027031269385144e+00,6.199999999999993960e+00,0.000000000000000000e+00
5.000000000000000000e-01,4.500000000000000000e+01,5.961182139341589803e+00,3.512956341758010498e-02,2.081374317559171683e+00,1.049258395155763690e+00,4.089700126220874310e+00,3.231768402848042232e+00,6.499999999999992895e+00,0.000000000000000000e+00
5.000000000000000000e-01,4.600000000000000000e+01,5.949987833954750727e+00,3.121184987114108619e-02,2.232998394524104757e+00,1.310795783905483347e+00,4.344507845940772661e+00,3.488909380953982176e+00,5.999999999999994671e+00,0.000000000000000000e+00
5.000000000000000000e-01,4.700000000000000000e+01,5.951941802647298552e+00,3.646404493596919205e-02,2.338194938141288315e+00,1.166685040849384292e+00,4.227457652902574026e+00,3.423370467437321985e+00,5.999999999999994671e+00,0.000000000000000000e+00
5.000000000000000000e-01,4.800000000000000000e+01,5.957174546944901117e+00,3.388078490752293587e-02,2.212811416570603651e+00,1.232907770892706312e+00,4.372832316036016742e+00,3.494099108346403249e+00,5.899999999999995026e+00,0.000000000000000000e+00
5.000000000000000000e-01,4.900000000000000000e+01,5.951320277963574767e+00,3.272589849882914792e-02,2.298635242872819173e+00,1.275448241719255416e+00,4.348857217864615876e+00,3.561815108299022814e+00,5.899999999999995026e+00,0.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+01,5.946037428597973573e+00,3.976735543844689413e-02,2.467973561728314280e+00,1.245293690476878545e+00,4.168803634237182365e+00,3.644687458971630267e+00,5.899999999999995026e+00,0.000000000000000000e+00
