alpha,mc_run,distance_mean,distance_std,a1_acc_mean,a1_acc_std,a2_acc_mean,a2_acc_std,scenario_time,scenario_time_std
5.000000000000000278e-02,1.800000000000000000e+01,6.999312201465333949e+00,1.903915898739088480e-02,2.388452054004515990e+00,1.323037490381346659e+00,6.034297581938429467e+00,3.996571907231124765e+00,6.399999999999993250e+00,0.000000000000000000e+00
5.000000000000000278e-02,1.900000000000000000e+01,6.998626657541702656e+00,1.812197075128954907e-02,2.162235792927207800e+00,1.222940815984157714e+00,5.884026000944234447e+00,3.745950699228929093e+00,6.799999999999991829e+00,0.000000000000000000e+00
5.000000000000000278e-02,2.000000000000000000e+01,6.993948645633437877e+00,1.955172848403093772e-02,2.185426695039919487e+00,1.138709416609241520e+00,6.017014652687564968e+00,4.054218956631126858e+00,6.499999999999992895e+00,0.000000000000000000e+00
5.000000000000000278e-02,2.100000000000000000e+01,6.997781504920613571e+00,1.680112901346783594e-02,2.028922754347274982e+00,9.771335149543398657e-01,5.666755078917222299e+00,3.703347824163175428e+00,6.499999999999992895e+00,0.000000000000000000e+00
5.000000000000000278e-02,2.200000000000000000e+01,6.994723280554876688e+00,1.797317096449720444e-02,1.957940989055368952e+00,1.210800117368787676e+00,5.579578396878463131e+00,4.028588168193379282e+00,6.899999999999991473e+00,0.000000000000000000e+00
5.000000000000000278e-02,2.300000000000000000e+01,6.990953841413064751e+00,2.041199865710825387e-02,2.125762498750686014e+00,1.273380419689329468e+00,5.750693257711712469e+00,4.213922235189568433e+00,8.099999999999987210e+00,0.000000000000000000e+00
5.000000000000000278e-02,2.400000000000000000e+01,6.998695123444771404e+00,2.159743415964118438e-02,2.475222994436511836e+00,1.222654419025684058e+00,6.785901692483582437e+00,3.944806494359993643e+00,6.499999999999992895e+00,0.000000000000000000e+00
5.000000000000000278e-02,2.500000000000000000e+01,6.993775231748909249e+00,1.767686212156583878e-02,2.050626923988096539e+00,1.232405130432045359e+00,5.940534933933840911e+00,4.324939279299361949e+00,8.099999999999987210e+00,0.000000000000000000e+00
5.000000000000000278e-02,2.600000000000000000e+01,6.996119067117811952e+00,2.231939076604078087e-02,2.348219876780809567e+00,1.289846818932634420e+00,5.939066853652787081e+00,3.847953536394606466e+00,7.499999999999989342e+00,0.000000000000000000e+00
5.000000000000000278e-02,2.700000000000000000e+01,6.993496745719752994e+00,1.849484252438452977e-02,2.056108039778194119e+00,1.150466321708770501e+00,5.891114254152495455e+00,3.912484036648691710e+00,7.099999999999990763e+00,0.000000000000000000e+00
5.000000000000000278e-02,2.800000000000000000e+01,7.003756658886623576e+00,5.780055861440169113e-02,2.959793521453557563e+00,1.564351037201934913e+00,6.031417713392547952e+00,4.618905521163556571e+00,1.209999999999997300e+01,0.000000000000000000e+00
5.000000000000000278e-02,2.900000000000000000e+01,6.995691006636053366e+00,1.887737994651608395e-02,2.205561070116111910e+00,1.333408641844565645e+00,6.229220829929712266e+00,3.840906857501526162e+00,6.699999999999992184e+00,0.000000000000000000e+00
5.000000000000000278e-02,3.000000000000000000e+01,6.991333462791224918e+00,2.260217130738565589e-02,2.372850641947458428e+00,1.321841567164728115e+00,6.523309715769717521e+00,4.176605880399491433e+00,7.299999999999990052e+00,0.000000000000000000e+00
5.000000000000000278e-02,3.100000000000000000e+01,6.995506070406777965e+00,1.607186785449319852e-02,1.835575035682157186e+00,1.123360018867318511e+00,5.009003986571507916e+00,3.537036430524056474e+00,8.399999999999986144e+00,0.000000000000000000e+00
5.000000000000000278e-02,3.200000000000000000e+01,6.995646224192895168e+00,1.736975034083469011e-02,2.099219169810944585e+00,1.257359638804524948e+00,5.764610472552470277e+00,3.577801776073402884e+00,7.099999999999990763e+00,0.000000000000000000e+00
5.000000000000000278e-02,3.300000000000000000e+01,6.989747508861029246e+00,1.957651220078155188e-02,1.934212577620212814e+00,1.093195855656242443e+00,5.662371598800994832e+00,3.879122659986275146e+00,8.699999999999985079e+00,0.000000000000000000e+00
5.000000000000000278e-02,3.400000000000000000e+01,6.992363783440304736e+00,1.990303815922880512e-02,2.162997119661419276e+00,1.260069196243581491e+00,5.970190919264408258e+00,3.926120763724201712e+00,7.999999999999987566e+00,0.000000000000000000e+00
5.000000000000000278e-02,3.500000000000000000e+01,6.996260439096137596e+00,1.957019834972850703e-02,2.250976155813643409e+00,1.277478777470488547e+00,6.403016615000064249e+00,3.831606267596574522e+00,6.499999999999992895e+00,0.000000000000000000e+00
5.000000000000000278e-02,3.600000000000000000e+01,6.996007059454598220e+00,1.931773217722707395e-02,1.854890808794683155e+00,1.088818839286259443e+00,5.365923859359393866e+00,3.734093872514666401e+00,6.699999999999992184e+00,0.000000000000000000e+00
5.000000000000000278e-02,3.700000000000000000e+01,6.994513033753557707e+00,1.820551010190518681e-02,2.092374813842621251e+00,1.180233509017605709e+00,5.036884132805146130e+00,3.666102435760070666e+00,1.119999999999997620e+01,0.000000000000000000e+00
5.000000000000000278e-02,3.800000000000000000e+01,6.998470238088949635e+00,1.724506777415265105e-02,2.104008229812103448e+00,1.151001281352900030e+00,5.691029365896070225e+00,3.839098825359333222e+00,6.499999999999992895e+00,0.000000000000000000e+00
5.000000000000000278e-02,3.900000000000000000e+01,6.996393904833414723e+00,1.918566314257341004e-02,2.028473683029550223e+00,1.054573410257840127e+00,5.803358229215910491e+00,3.989508485476824795e+00,6.499999999999992895e+00,0.000000000000000000e+00
5.000000000000000278e-02,4.000000000000000000e+01,6.995701865642363515e+00,2.180136336957069418e-02,1.971278518316404771e+00,1.209530643993964594e+00,5.530637178176882607e+00,4.199881547980864660e+00,6.999999999999991118e+00,0.000000000000000000e+00
5.000000000000000278e-02,4.100000000000000000e+01,6.997522008602758525e+00,1.915230744303306198e-02,2.164384142732670657e+00,1.125486804499995497e+00,6.342953569183398699e+00,4.167762379244479121e+00,6.399999999999993250e+00,0.000000000000000000e+00
5.000000000000000278e-02,4.200000000000000000e+01,6.994526328111802194e+00,2.172283267260037565e-02,2.209938705745599030e+00,1.317480500713561931e+00,6.233482754114994862e+00,3.902573826226322762e+00,7.499999999999989342e+00,0.000000000000000000e+00
5.000000000000000278e-02,4.300000000000000000e+01,6.995120274436271934e+00,1.831647275713933418e-02,2.227316829416374322e+00,1.159979966041144950e+00,6.042591969102899085e+00,4.185624762429499768e+00,6.699999999999992184e+00,0.000000000000000000e+00
5.000000000000000278e-02,4.400000000000000000e+01,6.996641396566157134e+00,2.234130816605668993e-02,2.427071389422622794e+00,1.328944988908750346e+00,5.425120181933131391e+00,4.175976269956896303e+00,8.399999999999986144e+00,0.000000000000000000e+00
5.000000000000000278e-02,4.500000000000000000e+01,6.991983264452930058e+00,1.948616366752968510e-02,2.015347551427626449e+00,1.302130259066606621e+00,5.678939267698262405e+00,4.415748110965328266e+00,7.199999999999990408e+00,0.000000000000000000e+00
5.000000000000000278e-02,4.600000000000000000e+01,6.995936152787291640e+00,1.800107758363847163e-02,2.096947861482358011e+00,1.055020516888334869e+00,5.423795414167643436e+00,3.834418141969437421e+00,7.899999999999987921e+00,0.000000000000000000e+00
5.000000000000000278e-02,4.700000000000000000e+01,6.997943422810378955e+00,1.829198357720109025e-02,1.974318194410429328e+00,1.154364072740128089e+00,5.295155159907571907e+00,3.496998042246364680e+00,6.999999999999991118e+00,0.000000000000000000e+00
5.000000000000000278e-02,4.800000000000000000e+01,6.993209292743535421e+00,1.852024289212344035e-02,1.833314091471070162e+00,1.129038662899570555e+00,5.926808526585780612e+00,4.114348809567898613e+00,7.799999999999988276e+00,0.000000000000000000e+00
5.000000000000000278e-02,4.900000000000000000e+01,6.999828775030533023e+00,1.728056633634043535e-02,2.318321027143004365e+00,1.351102374696077746e+00,6.827371247143803501e+00,4.791220514450921009e+00,6.599999999999992539e+00,0.000000000000000000e+00
5.000000000000000278e-02,5.000000000000000000e+01,6.989584336528840147e+00,1.685536406838092707e-02,2.047509595885309341e+00,1.242769443933985807e+00,5.725448401034531010e+00,4.017591846309793269e+00,8.299999999999986500e+00,0.000000000000000000e+00
5.000000000000000000e-01,1.000000000000000000e+00,6.954276790176004752e+00,5.172806703511355353e-02,7.082555062713675742e-01,5.955316257482935471e-01,4.006760314788095911e+00,3.212019900537111283e+00,8.199999999999986855e+00,0.000000000000000000e+00
5.000000000000000000e-01,2.000000000000000000e+00,6.951769179651565267e+00,5.613063620180129554e-02,1.902808116391089488e+00,1.033168639292412205e+00,4.597471008818737381e+00,3.475383871398782354e+00,6.899999999999991473e+00,0.000000000000000000e+00
5.000000000000000000e-01,3.000000000000000000e+00,6.956804629042156130e+00,5.797452530396991766e-02,1.923067090855666850e+00,1.240462658057833734e+00,4.630747585442060554e+00,3.563914807587862832e+00,7.999999999999987566e+00,0.000000000000000000e+00
5.000000000000000000e-01,4.000000000000000000e+00,6.946642022431534613e+00,5.481328907484332713e-02,2.113062374059566650e+00,1.313605770873821132e+00,4.927618931157532245e+00,3.719231013234222782e+00,6.899999999999991473e+00,0.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00,6.950996430554994276e+00,5.233032511488174693e-02,1.738755763143581934e+00,1.117378746323150596e+00,4.354691689755862960e+00,3.204922147078348882e+00,8.899999999999984368e+00,0.000000000000000000e+00
5.000000000000000000e-01,6.000000000000000000e+00,6.948046857324628789e+00,6.121637616323038350e-02,2.751082270214895154e+00,1.394607310625995522e+00,4.679653411361546667e+00,3.610634286207150101e+00,7.799999999999988276e+00,0.000000000000000000e+00
5.000000000000000000e-01,7.000000000000000000e+00,6.955468861368590439e+00,4.483397261752430918e-02,2.028248151543075473e+00,9.702750493437610757e-01,4.553617024582876205e+00,3.323511146871031663e+00,6.599999999999992539e+00,0.000000000000000000e+00
5.000000000000000000e-01,8.000000000000000000e+00,6.953415844659080136e+00,5.569038470816445319e-02,1.912182213039369527e+00,1.151938477307678399e+00,5.132549182275622179e+00,3.512482058280183672e+00,6.299999999999993605e+00,0.000000000000000000e+00
5.000000000000000000e-01,9.000000000000000000e+00,6.947830480120433805e+00,5.435701694717819804e-02,1.964263941074358311e+00,1.113941657852016709e+00,4.848407761849066411e+00,3.421034510514063598e+00,6.799999999999991829e+00,0.000000000000000000e+00
5.000000000000000000e-01,1.000000000000000000e+01,6.953140042622602657e+00,4.796840658640266764e-02,1.944468090511354275e+00,1.024761956807792362e+00,4.589380113835347608e+00,3.075916807139305043e+00,6.899999999999991473e+00,0.000000000000000000e+00
5.000000000000000000e-01,1.100000000000000000e+01,6.952714690896979910e+00,5.415503486035456310e-02,2.185619736792160595e+00,1.356549159935940940e+00,4.944330842128014325e+00,3.264374297059640995e+00,8.099999999999987210e+00,0.000000000000000000e+00
5.000000000000000000e-01,1.200000000000000000e+01,6.941966972016882842e+00,5.992106513896014452e-02,1.935001152202324048e+00,1.211974590108999550e+00,4.739858635703673606e+00,3.591457268562753491e+00,6.699999999999992184e+00,0.000000000000000000e+00
5.000000000000000000e-01,1.300000000000000000e+01,6.951529265226513488e+00,4.946047767489886865e-02,2.040639532164117309e+00,1.251800393474820750e+00,4.658049319857043180e+00,3.473071977903429364e+00,7.099999999999990763e+00,0.000000000000000000e+00
5.000000000000000000e-01,1.400000000000000000e+01,6.943793190039659002e+00,5.825095075290322860e-02,2.020624720739657043e+00,1.223609457702893977e+00,4.364427666480877654e+00,3.323226400974274242e+00,6.999999999999991118e+00,0.000000000000000000e+00
5.000000000000000000e-01,1.500000000000000000e+01,6.943383843487671570e+00,5.969636959127073983e-02,2.132269328202986092e+00,1.215507166236687420e+00,4.785924400734835160e+00,3.886217431984212656e+00,7.599999999999988987e+00,0.000000000000000000e+00
5.000000000000000000e-01,1.600000000000000000e+01,6.950511936930526602e+00,5.182279404790611499e-02,2.388528910278207462e+00,1.362166738110050623e+00,5.041466550595301577e+00,3.196466096606235929e+00,6.699999999999992184e+00,0.000000000000000000e+00
5.000000000000000000e-01,1.700000000000000000e+01,6.955377919989048863e+00,5.177574595520630790e-02,2.084164371160561746e+00,1.253507905396171518e+00,4.557095515413362108e+00,3.119246591398968871e+00,8.499999999999985789e+00,0.000000000000000000e+00
5.000000000000000000e-01,1.800000000000000000e+01,6.959842933543475496e+00,5.299698887380212969e-02,2.739583411599144647e+00,1.384565852472753766e+00,5.516272538332203546e+00,3.498553517033222260e+00,6.699999999999992184e+00,0.000000000000000000e+00
5.000000000000000000e-01,1.900000000000000000e+01,6.949551850029553002e+00,5.201311614407639478e-02,2.028479778291794489e+00,1.126701911526847288e+00,4.658364023702219470e+00,3.429996203115928566e+00,6.999999999999991118e+00,0.000000000000000000e+00
5.000000000000000000e-01,2.000000000000000000e+01,6.946035012021864574e+00,5.577897116869047489e-02,1.998274482850928679e+00,1.180760770610050470e+00,4.541482981146657494e+00,3.350944167107669180e+00,7.199999999999990408e+00,0.000000000000000000e+00
5.000000000000000000e-01,2.100000000000000000e+01,6.946540110793075762e+00,5.488066138136911409e-02,1.883389524247241154e+00,1.110933081534283717e+00,4.614768944071094836e+00,3.508924767310567461e+00,6.999999999999991118e+00,0.000000000000000000e+00
5.000000000000000000e-01,2.200000000000000000e+01,6.946462655547837706e+00,5.973727861109299347e-02,2.106398457844516958e+00,1.136470200234862116e+00,4.808461621654646301e+00,3.832339294506405203e+00,6.999999999999991118e+00,0.000000000000000000e+00
5.000000000000000000e-01,2.300000000000000000e+01,6.940024510150136550e+00,6.341853872942386505e-02,2.083751210004801013e+00,1.193664171172310606e+00,4.819908000501133216e+00,3.523974387462037061e+00,7.299999999999990052e+00,0.000000000000000000e+00
5.000000000000000000e-01,2.400000000000000000e+01,6.955204134461942189e+00,4.902544671094721807e-02,2.204742624751584668e+00,1.323728239631142500e+00,4.282697382397256725e+00,3.322353430597351664e+00,6.499999999999992895e+00,0.000000000000000000e+00
5.000000000000000000e-01,2.500000000000000000e+01,6.952262496853044205e+00,4.928775456088941437e-02,2.029438370205140618e+00,1.338728780602424173e+00,4.645353762914830931e+00,3.421056116192968233e+00,6.699999999999992184e+00,0.000000000000000000e+00
5.000000000000000000e-01,2.600000000000000000e+01,6.938704043703638469e+00,6.651161838254872338e-02,2.377752933325750107e+00,1.174140202278905587e+00,4.835183815493035553e+00,4.032480088534786233e+00,7.199999999999990408e+00,0.000000000000000000e+00
5.000000000000000000e-01,2.700000000000000000e+01,6.954435612151327994e+00,5.491876408481775190e-02,2.281853900596974238e+00,1.223302484144214164e+00,4.654171633475643333e+00,3.629098917496260235e+00,8.299999999999986500e+00,0.000000000000000000e+00
5.000000000000000000e-01,2.800000000000000000e+01,6.455598388634559370e+00,9.860084456724099722e-01,2.930792269475444023e+00,1.585005515092818618e+00,6.776760831571166932e+00,5.833597236847836598e+00,1.209999999999997300e+01,0.000000000000000000e+00
5.000000000000000000e-01,2.900000000000000000e+01,6.953372528576909239e+00,5.444848661196979855e-02,2.001055479874980669e+00,1.187575393032680893e+00,4.992915743824270614e+00,3.328385813320087649e+00,6.599999999999992539e+00,0.000000000000000000e+00
5.000000000000000000e-01,3.000000000000000000e+01,6.952598738655957789e+00,6.255245719200627774e-02,2.530251748018614855e+00,1.386452042248970118e+00,5.725508515068615800e+00,4.467196449848204409e+00,6.699999999999992184e+00,0.000000000000000000e+00
5.000000000000000000e-01,3.100000000000000000e+01,6.948198799802791648e+00,5.554607243417688384e-02,2.086179538817059420e+00,1.156626760575426349e+00,4.512956745166698980e+00,3.638256813002405998e+00,6.899999999999991473e+00,0.000000000000000000e+00
5.000000000000000000e-01,3.200000000000000000e+01,6.937240318496148639e+00,6.596831121518507979e-02,2.236730367464889291e+00,1.228843555707066937e+00,4.363552268447445925e+00,3.458572189673582375e+00,7.399999999999989697e+00,0.000000000000000000e+00
5.000000000000000000e-01,3.300000000000000000e+01,6.946968127486132794e+00,5.548483375254829875e-02,2.017424776030229072e+00,1.246310345844366285e+00,4.884186999558552067e+00,3.535156508222638383e+00,7.399999999999989697e+00,0.000000000000000000e+00
5.000000000000000000e-01,3.400000000000000000e+01,6.948806134062434303e+00,5.396686060302596788e-02,2.019917536202926911e+00,9.385833031081104449e-01,4.269869003800920382e+00,3.185187453038330840e+00,7.199999999999990408e+00,0.000000000000000000e+00
5.000000000000000000e-01,3.500000000000000000e+01,6.933151513321471171e+00,7.318292410830543049e-02,2.550038828967313709e+00,1.351208114295749052e+00,4.700486126455083458e+00,3.317270638091293744e+00,7.299999999999990052e+00,0.000000000000000000e+00
5.000000000000000000e-01,3.600000000000000000e+01,6.952984687303415789e+00,4.322746169443223568e-02,1.962224736031575212e+00,1.040305004680895928e+00,4.488526782137064686e+00,3.209294860027729346e+00,7.299999999999990052e+00,0.000000000000000000e+00
5.000000000000000000e-01,3.700000000000000000e+01,6.953563948679086337e+00,5.015436453926238464e-02,1.925666755132980912e+00,1.059035265738077713e+00,4.900188460149100145e+00,3.497492131721327890e+00,6.899999999999991473e+00,0.000000000000000000e+00
5.000000000000000000e-01,3.800000000000000000e+01,6.959967911006613051e+00,4.888789410503888849e-02,2.035299537785364432e+00,1.226127946077955944e+00,4.155182558030436901e+00,2.990717821187156122e+00,8.299999999999986500e+00,0.000000000000000000e+00
5.000000000000000000e-01,3.900000000000000000e+01,6.949347285660758544e+00,5.365141836882114657e-02,2.181284827378042745e+00,1.418436086562332443e+00,4.940785940432304457e+00,3.530686773803901612e+00,6.299999999999993605e+00,0.000000000000000000e+00
5.000000000000000000e-01,4.000000000000000000e+01,6.953085491812781349e+00,5.398182656451770700e-02,2.086857084999022227e+00,1.188117095065665652e+00,4.091917123955714608e+00,3.219167234767279506e+00,8.099999999999987210e+00,0.000000000000000000e+00
5.000000000000000000e-01,4.100000000000000000e+01,6.951103057141627239e+00,5.727198876825087548e-02,2.188346455636329679e+00,1.228666778421372285e+00,4.781280418643607533e+00,3.805263841870084818e+00,8.299999999999986500e+00,0.000000000000000000e+00
5.000000000000000000e-01,4.200000000000000000e+01,6.951500910866570848e+00,5.712954983919319579e-02,1.987882074673362309e+00,1.044836596092069581e+00,4.781441104258932207e+00,3.327136285070571908e+00,6.999999999999991118e+00,0.000000000000000000e+00
5.000000000000000000e-01,4.300000000000000000e+01,6.958877493020399818e+00,4.908942810924460387e-02,1.869825519508336198e+00,9.888500686480200530e-01,4.504295562526714036e+00,3.266002386949438563e+00,7.799999999999988276e+00,0.000000000000000000e+00
5.000000000000000000e-01,4.400000000000000000e+01,6.953705885039083157e+00,4.984454390176257244e-02,2.099651769674956814e+00,1.229027284180115087e+00,4.770379427304733078e+00,3.423295314054789262e+00,6.499999999999992895e+00,0.000000000000000000e+00
5.000000000000000000e-01,4.500000000000000000e+01,6.938542805905804300e+00,6.790583930778981703e-02,2.221387365249684720e+00,1.149702743046926434e+00,4.670094604708100228e+00,3.563653378857438270e+00,7.199999999999990408e+00,0.000000000000000000e+00
5.000000000000000000e-01,4.600000000000000000e+01,6.954809281768499218e+00,4.966081501751851840e-02,2.228290891017381536e+00,1.341693934065108174e+00,4.778814874303130011e+00,3.353436265576284825e+00,6.199999999999993960e+00,0.000000000000000000e+00
5.000000000000000000e-01,4.700000000000000000e+01,6.957589589878777403e+00,4.928502676993795628e-02,2.277613081986118448e+00,1.190928488773833172e+00,4.900054507930682313e+00,3.609674482930777195e+00,6.699999999999992184e+00,0.000000000000000000e+00
5.000000000000000000e-01,4.800000000000000000e+01,6.946835787621477465e+00,5.670087090446853523e-02,2.123894832963176604e+00,1.257596816285187824e+00,4.612689367193388179e+00,3.277204725640168625e+00,6.799999999999991829e+00,0.000000000000000000e+00
5.000000000000000000e-01,4.900000000000000000e+01,6.954502920722417159e+00,4.910862167057971489e-02,2.104003207563432731e+00,1.233077447274960825e+00,4.710568965077585268e+00,3.207108526225586065e+00,6.499999999999992895e+00,0.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+01,6.955947366665098386e+00,5.922189569145383525e-02,2.352836416966050503e+00,1.225365120413817843e+00,4.760967356405211071e+00,3.887240234743399636e+00,8.299999999999986500e+00,0.000000000000000000e+00
